case_id,source_url,raw_text,cleaned_text,symptom_keywords,symptom_group,department,suspected_disease,severity_level
0,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=476743104&qb=66i466asIOunnuydjCDsnZHquInsi6Qg7Kad7IOB&enc=utf8,"최근 1달 기간 입력 검색결과 베트에 머리맞음 2024.10.17. ... 하셨지만, 머리 부상은 주의가 필요합니다. 뇌출혈 같은 경우, 즉시 증상 이 나타나지 않고 몇 시간 후 또는 며칠... 가까운 응급실 이나 병원에서 검사를 받아보시는 게 가장... #티볼배트 #머리맞음 #두통 Q&A > <a href=""/search/list.naver? 베트에 머리맞음 오늘 머리 뒷쪽에 티볼할 때 쓰는 베트가 날아와서 세게 맞았는데요… 그 당시에는 되게 얼얼하고 아팠는데 몇시간 지난 지금은 괜찮거든요? 상처는 없고 증상은 두통밖에 없는데 친구들이...","최근 1달 기간 입력 검색결과 베트에 머리맞음 2024.10.17. ... 하셨지만, 머리 부상은 주의가 필요합니다. 뇌출혈 같은 경우, 즉시 증상 이 나타나지 않고 몇 시간 후 또는 며칠... 가까운 응급실 이나 병원에서 검사를 받아보시는 게 가장... #티볼배트 #머리맞음 #두통 Q&A > <a href=""/search/list.naver? 베트에 머리맞음 오늘 머리 뒷쪽에 티볼할 때 쓰는 베트가 날아와서 세게 맞았는데요… 그 당시에는 되게 얼얼하고 아팠는데 몇시간 지난 지금은 괜찮거든요? 상처는 없고 증상은 두통밖에 없는데 친구들이...",머리 맞음;두부외상;기절;의식소실;구토;사다리 추락;머리;맞음;응급실;증상,trauma,응급의학과,뇌진탕 의심 두부손상,5
0,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=490429141&qb=66i466asIOunnuydjCDsnZHquInsi6Qg7Kad7IOB&enc=utf8,"ail.naver?tag=%EB%91%90%ED%86%B5&listType=answer"" class="" _nclicks:qna.tag"">#두통 Q&A > 신경외과 | 답변수 1 UP 1 | 답변 비공개 답변(3f****) 축구공에 머리맞음 요..병원 가야하나요? 2025.11.27. 한 3시간전에 축구하다가 볼을 엄청쎄게 맞았는데 머리 가 아직도아파요 구토나 기절?... 바로 응급실 로 갈 증상 - 두통이 점점 심해짐 - 반복 구토, 기절/의식 소실, 경련 - 심한... Q&A > 외과 | 답변수 6 UP 2 <a href=""https:// 축구공에 머리맞음요..병원 가야하나요? 한 3시간전에 축구하다가 볼을 엄청쎄게 맞았는데머리가 아직도아파요구토나 기절?같은 증상이 있다면 바로병원가야하는게맞겠죠?일단 있어보고 내일도 아프면 주말에 병원 가려고하는데5일정도...","ail.naver?tag=%EB%91%90%ED%86%B5&listType=answer"" class="" _nclicks:qna.tag"">#두통 Q&A > 신경외과 | 답변수 1 UP 1 | 답변 비공개 답변(3f****) 축구공에 머리맞음 요..병원 가야하나요? 2025.11.27. 한 3시간전에 축구하다가 볼을 엄청쎄게 맞았는데 머리 가 아직도아파요 구토나 기절?... 바로 응급실 로 갈 증상 - 두통이 점점 심해짐 - 반복 구토, 기절/의식 소실, 경련 - 심한... Q&A > 외과 | 답변수 6 UP 2 <a href=""https:// 축구공에 머리맞음요..병원 가야하나요? 한 3시간전에 축구하다가 볼을 엄청쎄게 맞았는데머리가 아직도아파요구토나 기절?같은 증상이 있다면 바로병원가야하는게맞겠죠?일단 있어보고 내일도 아프면 주말에 병원 가려고하는데5일정도...",머리 맞음;두부외상;기절;의식소실;구토;사다리 추락;머리;맞음;응급실;증상,trauma,응급의학과,뇌진탕 의심 두부손상,5
0,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70108&docId=485510323&qb=66i466asIOunnuydjCDsnZHquInsi6Qg7Kad7IOB&enc=utf8,"txt_inline"">2025.11.27. 한 3시간전에 축구하다가 볼을 엄청쎄게 맞았는데 머리 가 아직도아파요 구토나 기절?... 바로 응급실 로 갈 증상 - 두통이 점점 심해짐 - 반복 구토, 기절/의식 소실, 경련 - 심한... Q&A > 외과 | 답변수 6 UP 2 농구공에 머리 를 맞음 2025.05.28. ... 혹시라도 구토, 시야 이상, 극심한 두통, 의식 저하 같은 증상 이 새로 생기면 바로 응급실 로 가야 합니다. 머리 에 충격을 입었을 때 자기가 느끼는 이상함은 무시하면 안 돼요.... Q&A > 신경과 | 답변수 3 UP 0 <a href=""https://ki 농구공에 머리를 맞음 안녕하세요 저는 고1 학생입니다제가 목요일 오후 5시 쯤에 골대에 들어거려다가 못 들어가고 떨어지던 농구공에 머리를 맞았어요.머리를 맞고 의식을 잃진 않았고 그냥 땅에 주저 앉은 ...","txt_inline"">2025.11.27. 한 3시간전에 축구하다가 볼을 엄청쎄게 맞았는데 머리 가 아직도아파요 구토나 기절?... 바로 응급실 로 갈 증상 - 두통이 점점 심해짐 - 반복 구토, 기절/의식 소실, 경련 - 심한... Q&A > 외과 | 답변수 6 UP 2 농구공에 머리 를 맞음 2025.05.28. ... 혹시라도 구토, 시야 이상, 극심한 두통, 의식 저하 같은 증상 이 새로 생기면 바로 응급실 로 가야 합니다. 머리 에 충격을 입었을 때 자기가 느끼는 이상함은 무시하면 안 돼요.... Q&A > 신경과 | 답변수 3 UP 0 <a href=""https://ki 농구공에 머리를 맞음 안녕하세요 저는 고1 학생입니다제가 목요일 오후 5시 쯤에 골대에 들어거려다가 못 들어가고 떨어지던 농구공에 머리를 맞았어요.머리를 맞고 의식을 잃진 않았고 그냥 땅에 주저 앉은 ...",머리 맞음;두부외상;기절;의식소실;구토;사다리 추락;머리;맞음;응급실;증상,trauma,응급의학과,뇌진탕 의심 두부손상,5
0,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=457675636&qb=66i466asIOunnuydjCDsnZHquInsi6Qg7Kad7IOB&enc=utf8,"xt_inline"">2025.05.28. ... 혹시라도 구토, 시야 이상, 극심한 두통, 의식 저하 같은 증상 이 새로 생기면 바로 응급실 로 가야 합니다. 머리 에 충격을 입었을 때 자기가 느끼는 이상함은 무시하면 안 돼요.... Q&A > 신경과 | 답변수 3 UP 0 쇠파이프에 머리 를 맞음 2023.10.31. ... 잠시정신을잃었고 약세시간후 응급실 에가서 찢어진부분 봉합수술과... (현재 증상 )-- 귀속통증..신경이 일부죽었다고함... 어지럼증...두통...한쪽손발처림... 눈침 침함등이... Q&A > 신경외과 | 답변수 1 UP 0 | 답변 2222**** 쇠파이프에 머리를맞음 현장에서일하다가 쇠파이프에맙았습니다... 6미터길이의 아시바파이프이고 밑으로떨어지는 파이프를 잡으려다가 윗부분(잡을때는수평인 상태로잡았으나 1미터부위를잡는바람에 5미터부위는원심력에...","xt_inline"">2025.05.28. ... 혹시라도 구토, 시야 이상, 극심한 두통, 의식 저하 같은 증상 이 새로 생기면 바로 응급실 로 가야 합니다. 머리 에 충격을 입었을 때 자기가 느끼는 이상함은 무시하면 안 돼요.... Q&A > 신경과 | 답변수 3 UP 0 쇠파이프에 머리 를 맞음 2023.10.31. ... 잠시정신을잃었고 약세시간후 응급실 에가서 찢어진부분 봉합수술과... (현재 증상 )-- 귀속통증..신경이 일부죽었다고함... 어지럼증...두통...한쪽손발처림... 눈침 침함등이... Q&A > 신경외과 | 답변수 1 UP 0 | 답변 2222**** 쇠파이프에 머리를맞음 현장에서일하다가 쇠파이프에맙았습니다... 6미터길이의 아시바파이프이고 밑으로떨어지는 파이프를 잡으려다가 윗부분(잡을때는수평인 상태로잡았으나 1미터부위를잡는바람에 5미터부위는원심력에...",머리 맞음;두부외상;기절;의식소실;구토;사다리 추락;머리;맞음;응급실;증상,trauma,응급의학과,뇌진탕 의심 두부손상,5
0,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=492940813&qb=66i466asIOunnuydjCDsnZHquInsi6Qg7Kad7IOB&enc=utf8,경이 일부죽었다고함... 어지럼증...두통...한쪽손발처림... 눈침 침함등이... Q&A > 신경외과 | 답변수 1 UP 0 | 답변 2222**** 이유모를 증상 들...아티반정0.5 복용법... 2026.04.13. ... 으로 응급실 실려가서 머리 ct와 피검사 심전도 진행 = 특이사항없음 디스크 증상 일수도 있다하여 한의원 다님... 주신다고 맞음 맞고나니까 증세가 사라지더니... Q&A > 신경외과 | 답변수 2 UP 1 | 답변 내용길어요..제발 도와주세요. 이유모를 증상들...아티반정0.5 복용법 질... 4월1일 새벽두통+뒷목뻐근+가슴두근거림+호흡힘듦+손발 차가움+혀 말려들어가는느낌 으로응급실 실려가서 머리 ct와 피검사 심전도 진행 = 특이사항없음디스크 증상일수도 있다하여 한의원...,경이 일부죽었다고함... 어지럼증...두통...한쪽손발처림... 눈침 침함등이... Q&A > 신경외과 | 답변수 1 UP 0 | 답변 2222**** 이유모를 증상 들...아티반정0.5 복용법... 2026.04.13. ... 으로 응급실 실려가서 머리 ct와 피검사 심전도 진행 = 특이사항없음 디스크 증상 일수도 있다하여 한의원 다님... 주신다고 맞음 맞고나니까 증세가 사라지더니... Q&A > 신경외과 | 답변수 2 UP 1 | 답변 내용길어요..제발 도와주세요. 이유모를 증상들...아티반정0.5 복용법 질... 4월1일 새벽두통+뒷목뻐근+가슴두근거림+호흡힘듦+손발 차가움+혀 말려들어가는느낌 으로응급실 실려가서 머리 ct와 피검사 심전도 진행 = 특이사항없음디스크 증상일수도 있다하여 한의원...,머리 맞음;두부외상;기절;의식소실;구토;사다리 추락;머리;맞음;응급실;증상,trauma,응급의학과,뇌진탕 의심 두부손상,5
0,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010103&docId=479893619&qb=66i466asIOunnuydjCDsnZHquInsi6Qg7Kad7IOB&enc=utf8,"9E%EC%9D%8C%20%EC%9D%91%EA%B8%89%EC%8B%A4%20%EC%A6%9D%EC%83%81§ion=qna"" class=""txt_g1 _nclicks:qna.cat1"">Q&A > 신경외과 | 답변수 2 UP 1 | 답변 홍원기 간호사(4361****) 친구가아프다는데 증상 을모르겠데요 !!!! 2025.01.03. ... 감기 증상 으로링거 맞음 오후에열많이나고... 구급차부름 응급실 가서검사받음 독감 코로나 뇌ct 이상없고... 피안통하고 머리 아프고해서 119타고 병원감... #진료 #암 #불치병 <a href=""/t 친구가아프다는데 증상을모르겠데요 !!!! 12월29일저녁부터오한,열 그리고설사12월30일 오전에 감기증상으로링거맞음오후에열많이나고 땀도많이나고 설사도함자고나니괜찮아짐12월31오전 설사만함오후 몸이떨리고 추위를느낌1월1일오...","9E%EC%9D%8C%20%EC%9D%91%EA%B8%89%EC%8B%A4%20%EC%A6%9D%EC%83%81§ion=qna"" class=""txt_g1 _nclicks:qna.cat1"">Q&A > 신경외과 | 답변수 2 UP 1 | 답변 홍원기 간호사(4361****) 친구가아프다는데 증상 을모르겠데요 !!!! 2025.01.03. ... 감기 증상 으로링거 맞음 오후에열많이나고... 구급차부름 응급실 가서검사받음 독감 코로나 뇌ct 이상없고... 피안통하고 머리 아프고해서 119타고 병원감... #진료 #암 #불치병 <a href=""/t 친구가아프다는데 증상을모르겠데요 !!!! 12월29일저녁부터오한,열 그리고설사12월30일 오전에 감기증상으로링거맞음오후에열많이나고 땀도많이나고 설사도함자고나니괜찮아짐12월31오전 설사만함오후 몸이떨리고 추위를느낌1월1일오...",머리 맞음;두부외상;기절;의식소실;구토;사다리 추락;머리;맞음;응급실;증상,trauma,응급의학과,뇌진탕 의심 두부손상,5
0,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70108&docId=487028720&qb=66i466asIOunnuydjCDsnZHquInsi6Qg7Kad7IOB&enc=utf8,"88%EC%B9%98%EB%B3%91&listType=answer"" class="" _nclicks:qna.tag"">#불치병 #정신병 Q&A > 순환기내과 | 답변수 1 UP 0 눈 안보이는 증상 2025.07.12. ... 머리 아픔 시야가 유리처럼 지그재그 끊겨보임 시야 가장자리가 흐려짐 초점 안 맞음 얼마전에 한 15분정도 증상 ... 증상 이 반복되거나 악화되면 즉시 응급실 로, 그렇지... Q&A > 신경과 | 답변수 2 UP 1 | 답변 heal**** 눈 안보이는 증상 새끼손가락 저림머리 아픔시야가 유리처럼 지그재그 끊겨보임시야 가장자리가 흐려짐초점 안 맞음얼마전에 한 15분정도 증상이 지속되었는데 어떤 증상일까요??ㅠ 어느 병원으로 가야할까요","88%EC%B9%98%EB%B3%91&listType=answer"" class="" _nclicks:qna.tag"">#불치병 #정신병 Q&A > 순환기내과 | 답변수 1 UP 0 눈 안보이는 증상 2025.07.12. ... 머리 아픔 시야가 유리처럼 지그재그 끊겨보임 시야 가장자리가 흐려짐 초점 안 맞음 얼마전에 한 15분정도 증상 ... 증상 이 반복되거나 악화되면 즉시 응급실 로, 그렇지... Q&A > 신경과 | 답변수 2 UP 1 | 답변 heal**** 눈 안보이는 증상 새끼손가락 저림머리 아픔시야가 유리처럼 지그재그 끊겨보임시야 가장자리가 흐려짐초점 안 맞음얼마전에 한 15분정도 증상이 지속되었는데 어떤 증상일까요??ㅠ 어느 병원으로 가야할까요",머리 맞음;두부외상;기절;의식소실;구토;사다리 추락;머리;맞음;응급실;증상,trauma,응급의학과,뇌진탕 의심 두부손상,5
0,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=476529513&qb=66i466asIOunnuydjCDsnZHquInsi6Qg7Kad7IOB&enc=utf8,".. 증상 이 반복되거나 악화되면 즉시 응급실 로, 그렇지... Q&A > 신경과 | 답변수 2 UP 1 | 답변 heal**** 후두부 복싱글러브로 맞음 2024.10.15. ... 말씀못드렸는데 응급실 에 내원해야될까요? 어제보단 괜찮아지긴했지만 머리 가 아픕니다 안녕하세요.... 이후 증상 이 조금씩 호전되고 있다면 경과 보셔도 될 듯 합니다.... Q&A > <a href=""/search/list.naver?query=%EB%A8%B8%EB%A6%AC%20%EB%A7%9E%EC%9D%8C%20%EC%9D%91%EA%B8%89%EC%8B%A4%20%EC%A6%9D%E 후두부 복싱글러브로 맞음 고2되는 학생입니다 제목처럼 후두부를 복싱글러브를낀 주먹으로 맞았습니다친구와 재미로 복싱(글러브끼고) 했는데 후두부를 좀많이맞았습니다 당일날 두통이 있었고 자고일어나니 좀 괜찮아지...",".. 증상 이 반복되거나 악화되면 즉시 응급실 로, 그렇지... Q&A > 신경과 | 답변수 2 UP 1 | 답변 heal**** 후두부 복싱글러브로 맞음 2024.10.15. ... 말씀못드렸는데 응급실 에 내원해야될까요? 어제보단 괜찮아지긴했지만 머리 가 아픕니다 안녕하세요.... 이후 증상 이 조금씩 호전되고 있다면 경과 보셔도 될 듯 합니다.... Q&A > <a href=""/search/list.naver?query=%EB%A8%B8%EB%A6%AC%20%EB%A7%9E%EC%9D%8C%20%EC%9D%91%EA%B8%89%EC%8B%A4%20%EC%A6%9D%E 후두부 복싱글러브로 맞음 고2되는 학생입니다 제목처럼 후두부를 복싱글러브를낀 주먹으로 맞았습니다친구와 재미로 복싱(글러브끼고) 했는데 후두부를 좀많이맞았습니다 당일날 두통이 있었고 자고일어나니 좀 괜찮아지...",머리 맞음;두부외상;기절;의식소실;구토;사다리 추락;머리;맞음;응급실;증상,trauma,응급의학과,뇌진탕 의심 두부손상,5
0,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70122&docId=478802661&qb=65GQ67aA7IaQ7IOBIOydkeq4ieyLpCDspp3sg4E=&enc=utf8,"최근 1달 기간 입력 검색결과 급해요 응급실 뇌진탕 2024.12.06. ... 2. 술 취한 상태와 별개로 뇌출혈, 뇌진탕 증상 을 확인해야 합니다. 3. 병원에서는 CT, MRI 등으로 두부 손상 을 평가할 것입니다. 안전을 위해 빠르게 응급실 을 방문하세요! Q&A > 응급의학과 | 답변수 1 UP 0 | 답변 세계최고경제학자(jega****) 급해요 응급실 뇌진탕 만취한 상태로 넘어진 건지 관자놀이가 주먹만하게 붓고 멍이 들어서 들어왔는데 술 취한 상태에서도 응급실 출입이 가능한가요? 행동을 제대로 못하고 몸을 잘 못 가누는데 취해서 그런 ...","최근 1달 기간 입력 검색결과 급해요 응급실 뇌진탕 2024.12.06. ... 2. 술 취한 상태와 별개로 뇌출혈, 뇌진탕 증상 을 확인해야 합니다. 3. 병원에서는 CT, MRI 등으로 두부 손상 을 평가할 것입니다. 안전을 위해 빠르게 응급실 을 방문하세요! Q&A > 응급의학과 | 답변수 1 UP 0 | 답변 세계최고경제학자(jega****) 급해요 응급실 뇌진탕 만취한 상태로 넘어진 건지 관자놀이가 주먹만하게 붓고 멍이 들어서 들어왔는데 술 취한 상태에서도 응급실 출입이 가능한가요? 행동을 제대로 못하고 몸을 잘 못 가누는데 취해서 그런 ...",두부손상;의식저하;반복구토;두통악화;두개골골절;응급실;증상,trauma,응급의학과,외상성 뇌손상,5
0,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70122&docId=418546095&qb=65GQ67aA7IaQ7IOBIOydkeq4ieyLpCDspp3sg4E=&enc=utf8,">을 평가할 것입니다. 안전을 위해 빠르게 응급실 을 방문하세요! Q&A > 응급의학과 | 답변수 1 UP 0 | 답변 세계최고경제학자(jega****) 경증 외상성 두부손상 어지러움 2022.05.02. 2일전 술에 취한 상태에서 넘어져서 응급실 에 가서 왼쪽 뒷통수를 스테이플러 4방 정도... 발생되는 증상 으로 어지러움이 발생 할 수있습니다. 구토까지 하신다면 응급 진료를... Q&A > 응급의학과 | 답변수 1 UP 0 | 답변 <img class=""ico_top5"" height=""11"" 경증 외상성 두부손상 어지러움 2일전 술에 취한 상태에서 넘어져서 응급실에 가서 왼쪽 뒷통수를 스테이플러 4방 정도 찝었습니다Ct상 이상이 없어 귀가해도 좋다고 하여 메섹신캡슐 일주일치 처방 받아서 왔는데머리가...",">을 평가할 것입니다. 안전을 위해 빠르게 응급실 을 방문하세요! Q&A > 응급의학과 | 답변수 1 UP 0 | 답변 세계최고경제학자(jega****) 경증 외상성 두부손상 어지러움 2022.05.02. 2일전 술에 취한 상태에서 넘어져서 응급실 에 가서 왼쪽 뒷통수를 스테이플러 4방 정도... 발생되는 증상 으로 어지러움이 발생 할 수있습니다. 구토까지 하신다면 응급 진료를... Q&A > 응급의학과 | 답변수 1 UP 0 | 답변 <img class=""ico_top5"" height=""11"" 경증 외상성 두부손상 어지러움 2일전 술에 취한 상태에서 넘어져서 응급실에 가서 왼쪽 뒷통수를 스테이플러 4방 정도 찝었습니다Ct상 이상이 없어 귀가해도 좋다고 하여 메섹신캡슐 일주일치 처방 받아서 왔는데머리가...",두부손상;의식저하;반복구토;두통악화;두개골골절;응급실;증상,trauma,응급의학과,외상성 뇌손상,5
